key,ra,dec,name,host,confirmed_real,confirmed_dwarf,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,ref_metallicity_photometric,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf
gr_8,194.6683333,14.2175,GR 8,,1,1,0.32,0.04,0.04,61.0,2.0,2.0,0.2,0.05,0.05,,McConnachie2012AJ....144....4M,26.69,0.12,0.12,McConnachie2012AJ....144....4M,14.2,0.2,0.2,McConnachie2012AJ....144....4M,213.9,2.5,2.5,,,,,Young2003ApJ...592..111Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74,,,,Young2003ApJ...592..111Y,-12.490000000000002,0.2,0.2,7.229029995663982,2177.709772353159,117.07985908315868,123.73204505534977,310.737483294722,76.97946473666845,-487.3549224892351,2115.063157542342,177.2367674467556,2176.530436721698,2693.472920661008,2418.2414868233677,nan,7.0367342429936794,,,,,,181.4498571263735,136.25827293746778,,,,,202.0289484610339,27.09791466537004,28.146248286561587,179.96518578735456,23.94297210332803,26.39604677831457,22.3565556525416
hedgehog_dw1322m2053,200.69533,-20.898872,Hedgehog,,0,0,0.25166666666666665,0.013333333333333334,0.013333333333333334,,,,0.22,0.03,0.03,,Li2024arXiv240600101L,26.9,0.1,0.1,Li2024arXiv240600101L,17.07,0.16,0.16,Li2024arXiv240600101L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25166666666666665,0.013333333333333334,0.013333333333333334,0.56,0.03,0.03,Li2024arXiv240600101L,,,,,,,,,,,,0.73,Li2024arXiv240600101L,-9.829999999999998,0.16,0.16,6.165029995663981,2398.83291901949,107.9652662517201,113.05351249009254,312.7044711874247,41.37735608043652,-1794.0535866347795,1592.1458278499795,29.030406720407115,2394.709726966687,3131.851158949618,2762.3690118228383,nan,,5.99549814623552,,,,,,,,,,,175.53490514602578,12.209089153251966,12.58586429166607,154.7963396165776,11.274483251268066,11.626205823024549,24.68941659376625
hizss_3a,105.1220833,-4.208333333,HIZSS 3A,,0,0,,,,,,,,,,,,26.12,0.14,0.14,McConnachie2012AJ....144....4M,,,,,288.0,2.5,2.5,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.18,3.03,3.03,,Putman2021ApJ...913...53P,,,,,1674.9428760264382,104.58007169288658,111.54469882561534,217.7081230144059,0.0905336669364167,281.1111452872693,184.39474681216154,-1640.8560995087519,1681.3758247255162,1919.5553424509246,1759.0897062151219,nan,7.14610124188653,,,,,,127.5882388644043,108.4745320676546,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
hizss_3b,105.1220833,-4.208333333,HIZSS 3B,,0,0,,,,,,,,,,,,26.12,0.14,0.14,McConnachie2012AJ....144....4M,,,,,322.6,1.4,1.4,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,0.45,0.45,,Putman2021ApJ...913...53P,,,,,1674.9428760264382,104.58007169288658,111.54469882561534,217.7081230144059,0.0905336669364167,281.1111452872693,184.39474681216154,-1640.8560995087519,1681.3758247255162,1919.5553424509246,1759.0897062151219,nan,6.414567836490491,,,,,,162.18823886440433,143.07453206765462,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
ic_1613,16.1991667,2.117777778,IC 1613,,1,1,7.57,0.05,0.05,90.49,1.02,1.02,0.2,0.05,0.05,,Higgs2021MNRAS.503..176H,24.32,0.05,0.05,Savino2022ApJ...938..101S,9.2,0.1,0.1,McConnachie2012AJ....144....4M,-231.6,1.2,1.2,10.8,0.9,1.0,,Kirby2014MNRAS.439.1015K,0.04,0.02,0.02,0.01,0.01,0.01,Battaglia2022A&A...657A..54B,-1.19,0.01,0.01,0.37,,,,Kirby2013ApJ...779..102K,,,,,,,,7.57,0.05,0.05,0.43,0.02,0.02,Higgs2021MNRAS.503..176H,,,,,,,,,484.0,52.1,52.1,,Putman2021ApJ...913...53P,-15.120000000000001,0.1,0.1,8.281029995663982,731.1390834834173,16.642757407903787,17.030417027738054,129.73779764280744,-60.57732050475891,355.98915081059266,-638.2172095901345,-22.690907542600982,733.7302490005177,510.67382337749484,497.035703183133,nan,7.7850206477594766,,-1.19,0.01,0.01,spectroscopic,-149.64999239778314,-88.30106462896046,155447478.04885557,26767806.57220988,29546027.050137877,,1610.3898776690871,38.07188159261955,38.2287616325641,1439.2901083876657,56.205654718150754,56.05607640902667,24.241352060504017
ic_3104,184.6916667,-79.72611111,IC 3104,,1,1,2.01,,,45.0,2.0,2.0,0.52,0.02,0.02,,McConnachie2012AJ....144....4M,26.78,0.18,0.18,McConnachie2012AJ....144....4M,12.49,,,McConnachie2012AJ....144....4M,429.0,4.0,4.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.290000000000001,,,7.949029995663982,2269.8648518838213,180.5687210297806,196.17448535051972,301.4139777428875,-16.95078380447778,-2087.599950530763,-592.0526677946408,-666.09798897667,2265.826376530407,2917.473596714276,2584.8070587883694,nan,,,,,,,232.66848402394143,170.21661042847973,,,,,1327.1566105623142,0.0,0.0,919.4810716379321,0.0,0.0,24.098327009849953
ic_4662,266.7866667,-64.64166667,IC 4662,,1,1,0.48,0.05,0.05,-69.0,4.0,4.0,0.27,0.01,0.01,,McConnachie2012AJ....144....4M,26.94,0.17,0.17,McConnachie2012AJ....144....4M,11.1,0.3,0.3,McConnachie2012AJ....144....4M,302.0,3.0,3.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.34,0.13,0.13,McConnachie2006MNRAS.365.1263M,,,,,,-15.840000000000002,0.3,0.3,8.569029995663982,2443.4305526939715,183.9947824729934,198.97820462797836,328.5486164229575,-17.84965057726373,-2281.6875747042964,-794.0450557870192,365.7145425855829,2436.839942570053,3021.1082367839426,2719.924316964434,nan,,,-1.34,0.13,0.13,photometric,188.11091786373473,139.012733754214,,,,,340.2824658904491,42.6810418892843,44.75890928958239,290.48121724921583,37.36014347460605,39.18150170800965,20.04620343082226
ic_5152,330.6729167,-51.29638889,IC 5152,,1,1,0.97,,,100.0,2.0,2.0,0.38,0.02,0.02,,McConnachie2012AJ....144....4M,26.45,0.05,0.05,McConnachie2012AJ....144....4M,10.59,,,McConnachie2012AJ....144....4M,122.0,2.0,2.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.11,4.46,4.46,,Putman2021ApJ...913...53P,-15.86,,,8.577029995663981,1949.8445997580454,44.38388179480103,45.41771521083342,343.91906653609357,-50.19187805667088,-1116.6931215259701,-1550.1740824979884,389.68031704682676,1944.8587412178429,2207.4442490987403,2046.1377569913384,nan,7.9394392402372995,,,,,,80.40508370151386,72.95888054539354,,,,,550.1711987161443,0.0,0.0,433.20523507454374,0.0,0.0,20.894081607429676
kk_258,340.1829167,-30.79972222,KK 258,,1,1,1.6,,,,,,0.5,,,,Karachentsev2004AJ....127.2031K,26.85,0.07,0.07,Karachentsev2014MNRAS.443.1281K,16.24,,,Karachentsev2014MNRAS.443.1281K,92.0,5.0,5.0,,,,,Karachentsev2014MNRAS.443.1281K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.610000000000003,,,6.477029995663983,2344.228815319923,74.36396343610159,76.80023141625679,17.728863832928305,-61.277422549894965,-557.1602215252065,-2151.0788572304714,746.8875257374974,2340.52213050801,2302.703340078458,2290.915048319582,nan,,,,,,,127.02318308800798,149.84638214314148,,,,,1091.0536332655665,0.0,0.0,771.4914227203027,0.0,0.0,27.397268593805208
kkh_86,208.6395833,4.243055556,KKH 86,,1,1,0.28,0.03,0.03,-3.0,1.0,1.0,0.39,0.01,0.01,,McConnachie2012AJ....144....4M,27.06,0.16,0.16,McConnachie2012AJ....144....4M,17.1,0.3,0.3,McConnachie2012AJ....144....4M,287.2,0.7,0.7,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.33,0.29,0.29,McConnachie2006MNRAS.365.1263M,,,,,,-9.959999999999997,0.3,0.3,6.217029995663981,2582.260190634596,183.42727161510584,197.4530771246923,339.04373208091215,62.60261618464656,-1104.2439258232544,2230.382676452725,688.5536732878891,2578.7804334216107,3151.782911535872,2854.8489490579846,nan,,,-2.33,0.29,0.29,photometric,259.23032310689763,208.73090872152576,,,,,209.0816019204443,26.70414375871195,28.827510574646595,163.63558847792547,20.543953842925106,21.936098595132847,24.680001972403186
kkh_98,356.3916667,38.71777778,KKH 98,,1,1,0.64,0.06,0.06,-5.0,1.0,1.0,0.41,0.01,0.01,,McConnachie2012AJ....144....4M,27.01,0.09,0.09,McConnachie2012AJ....144....4M,15.2,0.3,0.3,McConnachie2012AJ....144....4M,-136.9,1.0,1.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.94,0.25,0.25,McConnachie2006MNRAS.365.1263M,,,,,,-11.810000000000002,0.3,0.3,6.957029995663982,2523.4807724805755,102.45172574439584,106.7872194148058,109.09314644710766,-22.377371071926138,2054.9999244409973,-1076.5511054437934,992.9593330013078,2525.9493080399525,1768.5620168941505,2144.1412851934497,nan,,,-1.94,0.25,0.25,photometric,70.84815276241798,151.5612836899829,,,,,468.1329711757904,46.67028949618748,48.90598692145028,361.19450492045974,36.867098624104585,37.20879785883443,24.54931881969768
kkr_25,243.45,54.37111111,KKR 25,,1,1,0.4,0.06,0.06,,,,0.41,0.02,0.02,,McConnachie2012AJ....144....4M,26.42,0.07,0.07,McConnachie2012AJ....144....4M,15.9,0.2,0.2,Karachentsev2001A&A...379..407K,-139.5,1.0,1.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1,0.3,0.3,Karachentsev2001A&A...379..407K,,,,0.7,Putman2021ApJ...913...53P,-10.520000000000001,0.2,0.2,6.441029995663982,1923.0917289101615,61.00459224729207,63.00318844721028,83.87890997982853,44.40835272470859,817.3394668505242,1215.9855783643213,1245.6392202163354,1922.4901085160218,1868.503363857323,1855.8447192344279,nan,,5.785273326129322,-2.1,0.3,0.3,photometric,41.37598624659148,67.41880659488271,,,,,223.70513094323601,34.3408616264808,34.07250041796928,171.86902535981721,26.475420242173527,26.51444446069911,24.226601227092935
kkr_3,211.79375,35.06027778,KKR 3,,1,1,0.36,0.04,0.04,0.0,1.0,1.0,0.05,0.01,0.01,,McConnachie2012AJ....144....4M,26.7,0.12,0.12,McConnachie2012AJ....144....4M,17.2,0.3,0.3,McConnachie2012AJ....144....4M,63.3,1.8,1.8,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.02,0.25,0.25,McConnachie2006MNRAS.365.1263M,,,,,,-9.5,0.3,0.3,6.0330299956639815,2187.761623949552,117.6202751585106,124.30316622604187,63.709866445375376,71.99221076354246,190.27730242438093,1996.503363178186,874.1108580876194,2186.6643203993704,2459.988643521896,2295.265591981,nan,,,-2.02,0.25,0.25,photometric,140.5379538204753,127.33007479162528,,,,,229.14847433488552,28.336809184665043,28.617834776135794,223.16131698914546,27.210594096589375,28.223027674496905,25.813707733214066
kks_03,36.185,-73.51416667,KKS 3,,1,1,2.45,,,,,,0.6,,,,LVGDB,26.63,0.07,0.07,Karachentsev2015MNRAS.447L..85K,15.33,,,Karachentsev2015MNRAS.447L..85K,316.0,7.0,7.0,,,,,Karachentsev2015AN....336..707K,,,,,,,,-1.9,,,,,,,Karachentsev2015MNRAS.447L..85K,,,,,,,,,,,,,,,,,,,,,,,,,,0.474,LVGDB,-11.299999999999999,,,6.753029995663981,2118.3611352485,67.1989564229375,69.40048870105193,294.23519700972366,-42.00195096425966,-1447.608358152279,-1340.8141478309171,-770.7797102385526,2115.8977424100813,2556.7118387960795,2315.472447948302,nan,,5.6999536277891485,-1.9,,,spectroscopic,148.30321542568907,112.40123216397049,,,,,1509.7053760518254,0.0,0.0,954.8215168249579,0.0,0.0,27.170224001170155
kks_53,197.8091,-38.9061,KKS53,ngc_5128,1,1,0.79,,,,,,0.13,,,,LVGDB,27.28,0.07,0.07,EDD,16.6,,,EDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,LVGDB,-10.68,,,6.505029995663982,2857.5905433749494,90.64889796343641,93.61868329144045,307.140267920412,23.803815153120734,-2572.9420657830688,1197.4453459980946,-334.5407046345698,2853.111932684632,3630.561278738769,3243.856863471117,869.3213237812605,,6.116684198821301,,,,,,,,,,,656.6791214673315,0.0,0.0,612.5095082175153,0.0,0.0,26.8261773028254
leo_a,149.8604167,30.74638889,Leo A,,1,1,2.3,0.09,0.09,116.4,6.11,6.11,0.42,0.05,0.05,,Higgs2021MNRAS.503..176H,24.28,0.05,0.05,Higgs2021MNRAS.503..176H,12.4,0.2,0.2,McConnachie2012AJ....144....4M,26.2,0.9,1.0,9.0,0.6,0.8,,Kirby2017ApJ...834....9K,-0.066,0.073,0.09,-0.044,0.087,0.087,Bennet2024ApJ...971...98B,-1.6,0.03,0.03,0.32,0.03,0.03,,Kirby2017ApJ...834....9K,,,,,,,,2.3,0.09,0.09,0.72,0.07,0.07,Higgs2021MNRAS.503..176H,,,,,,,,,73.3,6.67,6.67,,Putman2021ApJ...913...53P,-11.88,0.2,0.2,6.985029995663982,717.7942912713615,16.33899285139023,16.71957688575435,196.90364669668614,52.422618585941976,221.94536056353766,606.9496542171054,-312.37960681167004,722.5634710211192,1134.3699573556678,866.2266352648321,nan,6.9492792607561915,,-1.6,0.03,0.03,spectroscopic,-18.71005509149852,-37.46252330185479,27465953.697794236,4446131.247200321,4804255.933734331,,480.3237162898082,21.97430329967159,21.531127242027253,365.33692409409724,22.61979839621995,22.767486691841043,24.504080814380814
leo_k,141.0253568,16.51057655,Leo K,,1,1,0.6366666666666667,0.058333333333333334,0.06333333333333332,-69.0,12.0,16.0,0.41,0.01,0.01,,McQuinn2024ApJ...967..161M,23.19,0.64,0.08,McQuinn2024ApJ...967..161M,18.46,0.4,0.7,McQuinn2024ApJ...967..161M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,0.1,0.1,McQuinn2024ApJ...967..161M,,,,,,-4.73,0.4,0.7,4.125029995663981,434.51022417157145,110.91656724194337,16.30648036988856,214.240930672319,41.061616156150286,74.41790370499535,318.80461588892376,-285.70041548044514,439.61871002618864,989.7562639213699,658.4408778394146,nan,,,-1.9,0.1,0.1,photometric,,,,,,,79.80991521531791,13.655251421526046,14.682642765298965,61.43386850455943,10.535539477559702,11.118798817118844,27.78265246658725
leo_m,166.3393,25.34529,Leo M,,1,1,0.9966666666666666,0.035,0.03833333333333333,-51.0,7.0,9.0,0.61,0.01,0.01,,McQuinn2024ApJ...967..161M,23.31,0.09,0.1,McQuinn2024ApJ...967..161M,17.54,0.16,0.15,McQuinn2024ApJ...967..161M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,0.1,0.1,McQuinn2024ApJ...967..161M,,,,,,-5.77,0.16,0.15,4.5410299956639815,459.19801283686854,18.643149330315055,21.641335612860416,211.19342011633677,66.18909436734529,51.64859636993971,437.15885356623704,-130.71868357276733,462.0658406192218,1026.3352006212533,693.8644655134461,nan,,,-1.9,0.1,0.1,photometric,,,,,,,133.121183493413,7.6083316319434715,7.448114583340669,83.06561252672351,4.825326824030313,5.036906306807822,27.397719497912455
leo_p,155.4379167,18.08805556,Leo P,,1,1,1.2,,,335.0,,,0.52,,,,McQuinn2015ApJ...812..158M,26.05,0.2,0.2,McQuinn2015ApJ...812..158M,16.78,0.2,0.2,McQuinn2015ApJ...812..158M,260.8,2.5,2.5,,,,,BernsteinCooper2014AJ....148...35B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,0.27,0.27,,Putman2021ApJ...913...53P,-9.27,0.2,0.2,5.941029995663982,1621.8100973589299,142.7017091907228,156.46931267999298,219.63778327170894,54.435237328406785,126.91231363276748,1414.151142546984,-783.797041699456,1625.4642026369868,2046.0869668896175,1804.905192500822,nan,5.974018874059836,,,,,,170.22436765972463,133.45694755488137,,,,,566.1185208200624,0.0,0.0,392.2184164664349,0.0,0.0,27.268253029424905
leo_t,143.7225,17.05138889,Leo T,,1,1,1.39,0.2,0.2,121.13,34.66,34.66,0.12,0.08,0.08,,Higgs2021MNRAS.503..176H,23.08,0.08,0.08,Higgs2021MNRAS.503..176H,15.1,0.5,0.5,McConnachie2012AJ....144....4M,38.1,2.0,2.0,7.5,1.6,1.6,,Simon2007ApJ...670..313S,-0.007,0.242,0.242,0.11,0.168,0.168,Bennet2024ApJ...971...98B,-1.74,0.04,0.04,0.54,,,,Kirby2013ApJ...779..102K,,,,,,,,1.39,0.2,0.2,0.86,0.36,0.036,Higgs2021MNRAS.503..176H,,,,,,,,,9.9,1.0,1.0,,Adams2018A&A...612A..26A,-7.979999999999999,0.5,0.5,5.425029995663981,413.04750199016104,14.94033143666411,15.501018407278139,214.85241190257702,43.660940690038366,64.76478911011978,315.5425050067303,-258.5472655548909,417.920431496996,981.6580637707577,645.3420955131197,nan,5.5998104807126134,,-1.74,0.04,0.04,spectroscopic,-65.72287803002754,-97.46754872456393,8017142.988863188,3163152.4310280764,4138325.1855063466,,166.26659414722124,24.39977355070198,25.031532808529363,155.86874108400923,23.913975364198848,23.60310710400529,26.55440819758718
ngc_0055,3.7233333,-39.19666667,NGC 55,,1,1,5.16,0.2,0.02,108.0,2.0,2.0,0.83,0.01,0.01,,McConnachie2012AJ....144....4M,26.43,0.12,0.12,McConnachie2012AJ....144....4M,7.9,0.1,0.1,McConnachie2012AJ....144....4M,129.0,2.0,2.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.0,,,,Puche1991AJ....101..447P,-18.53,0.1,0.1,9.64502999566398,1931.9683170169221,103.86810087418144,109.76962765260964,332.8819726948322,-75.73087566836294,-458.8401053516726,-1875.004390963767,-79.53533519548401,1930.2027561134576,1962.3850292830416,1908.1626988861112,nan,9.126589938549618,,,,,,96.69681567752946,111.37599245020503,,,,,2894.9121172412083,163.22856429142075,176.71135921056293,1195.4794007331311,78.89491491513854,79.26545320239188,20.4283233709049
ngc_0055-dw1,3.874,-38.419,NGC 55-dw1,ngc_0055,0,0,5.2,0.8,1.2,156.0,8.0,7.0,0.56,0.12,0.1,,McNanna2024ApJ...961..126M,26.71,0.05,0.12,McNanna2024ApJ...961..126M,18.71,0.3,0.5,McNanna2024ApJ...961..126M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,2.7,4.3,McNanna2024ApJ...961..126M,-1.8,,,McNanna2024ApJ...961..126M,,,,,,-8.0,0.3,0.5,5.433029995663982,2197.8598727848275,50.029398654294255,124.87692357228207,334.3700185045174,-76.43123910373077,-493.1133436126454,-2140.1269179107458,-85.34650539269995,2196.1561803392883,2199.1642580523867,2163.98145890208,267.3918077554098,,,-1.8,,,photometric,,,,,,,3314.4575761611577,663.365083301735,650.6767769110379,2165.9913578062706,497.273865093508,540.2751516921276,32.24889605646139
ngc_0300,13.7229167,-37.68444444,NGC 300,ngc_0055,1,1,5.0,,,108.0,2.0,2.0,0.83,0.01,0.01,,McConnachie2012AJ....144....4M,26.59,0.06,0.06,McConnachie2012AJ....144....4M,8.1,0.1,0.1,McConnachie2012AJ....144....4M,146.0,2.0,2.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.0,181.0,181.0,,Westmeier2011MNRAS.410.2217W,-18.490000000000002,0.1,0.1,9.629029995663982,2079.696687103694,56.67750842542205,58.265402398538754,299.20825368564624,-79.41882500252622,-362.8656670820292,-2018.8051173165068,-343.35508777339794,2078.984618762034,2076.432323653239,2041.4983126101006,315.42131118715014,9.243703733022612,,,,,,100.14337761441058,115.7339028212034,,,,,3024.7962193981457,0.0,0.0,1247.1554308547527,0.0,0.0,20.560215812907565
ngc_3109,150.77875,-26.15972222,NGC 3109,,1,1,4.3,0.1,0.1,92.0,1.0,1.0,0.82,0.01,0.01,,McConnachie2012AJ....144....4M,25.57,0.08,0.08,McConnachie2012AJ....144....4M,10.7,0.1,0.1,McConnachie2012AJ....144....4M,403.0,2.0,2.0,,,,,McConnachie2012AJ....144....4M,-0.04,0.03,0.03,-0.01,0.03,0.03,Battaglia2022A&A...657A..54B,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.84,0.2,0.2,McConnachie2006MNRAS.365.1263M,1130.2,73.3,73.3,,Putman2021ApJ...913...53P,-14.870000000000001,0.1,0.1,8.181029995663982,1300.1695780332898,47.028403091871496,48.793304558363616,262.10182209179635,23.07011547526317,-681.5124729196965,614.6013190056831,-921.0032028036693,1301.2213449201242,1981.0605239251763,1629.973361019892,nan,8.653330589076942,,-1.84,0.2,0.2,photometric,180.602876764545,109.5728428103024,,,,,1626.4354114251837,71.095837139261,71.22631241282147,689.0461070315957,35.08508220058957,36.8651479128016,22.89185437568559
ngc_4163,183.0379167,36.16916667,NGC 4163,,1,1,0.45,0.05,0.05,11.0,2.0,2.0,0.3,0.05,0.05,,McConnachie2012AJ....144....4M,27.28,0.03,0.03,McConnachie2012AJ....144....4M,13.2,0.3,0.3,McConnachie2012AJ....144....4M,165.0,5.0,5.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.65,0.15,0.15,McConnachie2006MNRAS.365.1263M,,,,,,-14.080000000000002,0.3,0.3,7.865029995663983,2857.5905433749494,39.207612110494665,39.753044326377676,163.20448613487093,77.70021019260331,547.9035190037171,2804.231992403408,43.68501150843292,2859.2580070375175,3116.0208010453507,2964.2904378699086,nan,,,-1.65,0.15,0.15,photometric,185.0886441506396,166.20507016007832,,,,,373.6230612539075,41.37396501002007,41.571447274635375,311.9041333317752,35.63173833744588,38.18805614331711,21.96071880359952
ngc_4190,183.4358333,36.63333333,NGC 4190,ngc_4214,1,1,1.7,,,,,,0.12,,,,Karachentsev2004AJ....127.2031K,27.21,0.06,0.06,Tully2009AJ....138..323T,13.36,,,Tully2009AJ....138..323T,235.0,,,,,,,Tully2009AJ....138..323T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,Tully2009AJ....138..323T,-13.850000000000001,,,7.773029995663982,2766.941645411513,75.40684148459331,77.51946203640091,160.6200000174314,77.58945696418782,546.3659728205621,2711.703108943212,64.16028213878278,2768.599715111437,3022.969465495404,2871.6668021954442,56.7319078993736,7.460295268770989,,,,,,257.4980130349081,239.26682326631786,,,,,1368.2801878177768,0.0,0.0,1283.5605913589325,0.0,0.0,25.262694879585048
ngc_4214,183.9132,36.3274,NGC 4214,,1,1,,,,,,,0.22,,,,LVGDB,27.25,0.07,0.07,EDD,9.6,,,EDD,293.0,,,,,,,EDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.5,,,,EDD,-17.65,,,9.29302999566398,2818.382931264455,89.40514845641474,92.334186802153,160.25272952091123,78.074152981105,536.5725537675671,2765.721528843092,78.46442939318905,2819.97386977382,3076.9236678797815,2924.8392307086774,nan,8.449711786044926,,,,,,315.25083950544104,296.6205870689466,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
ngc_6822,296.2358333,-14.78916667,NGC 6822,,1,1,11.95,0.07,0.07,66.88,14.93,14.93,0.28,0.15,0.15,,Higgs2021MNRAS.503..176H,23.78,0.05,0.05,Higgs2021MNRAS.503..176H,8.1,0.2,0.2,McConnachie2012AJ....144....4M,-54.5,1.7,1.7,23.2,1.2,1.2,,Kirby2014MNRAS.439.1015K,-0.06,0.01,0.01,-0.07,0.01,0.01,Battaglia2022A&A...657A..54B,-1.05,0.01,0.01,0.49,,,,Kirby2013ApJ...779..102K,,,,,,,,11.95,0.07,0.07,0.73,0.02,0.02,Higgs2021MNRAS.503..176H,,,,,,,,,2619.0,201.5,201.5,,Putman2021ApJ...913...53P,-15.680000000000001,0.2,0.2,8.505029995663982,570.1642722807478,12.978523348817362,13.280831992996923,25.351253672064946,-18.389211929538646,-202.844674009344,-233.99196974857335,478.7369775823258,563.214717345401,950.8920792999161,681.1637542720542,nan,8.302310784540296,,-1.05,0.01,0.01,spectroscopic,53.89591693749536,66.20937092307184,830614266.2111416,116480482.91533351,126673395.56578219,,1982.1761327927736,48.106729483504296,46.95556112222471,1673.3992692852703,187.83078982621146,161.53036961550265,24.00860480217299
pavo_1,298.7499167,-61.0723611,Pavo,,1,1,1.25,0.1,0.1,131.0,21.0,21.0,0.51,0.08,0.08,,Jones2023ApJ...957L...5J,26.49,0.23,0.23,Jones2023ApJ...957L...5J,16.49,0.1,0.1,Jones2023ApJ...957L...5J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,Jones2023ApJ...957L...5J,-10.0,0.1,0.1,6.233029995663982,1986.0949173573717,199.60734250532187,221.90981566152504,335.85250232682455,-31.128506744475683,-1612.4259129644647,-1079.8200473417062,422.6634137377551,1979.7572734937148,2445.2811804884022,2193.464144562968,nan,,5.993481151379834,,,,,,,,,,,719.1000921700545,93.05734983351147,98.4027673194264,500.87074393738146,74.30366666399277,82.69061887867213,27.069241441581767
